order_id,quantity,return_status,final_price_at_order_time,cost_price_at_order_time,branch_product_id
25268,3,,1332.02,61.05,418
25268,4,,1332.02,84.87,122
25268,3,,1332.02,62.61,175
25269,5,,1330.92,78.83,530
25269,3,,1330.92,53.99,1478
25269,3,,1330.92,61.28,1759
25269,3,,1330.92,78.12,2408
25269,4,,1330.92,75.55,1337
25269,4,,1330.92,82.93,1624
25269,3,,1330.92,81.95,2189
25269,3,,1343.73,63.22,1978
25269,4,,1343.73,82.21,2137
25269,3,,1343.73,50.92,1067
25269,3,,1336.70,88.33,1567
25269,3,,1336.70,77.81,1849
25269,5,,1352.51,63.99,515
25269,3,,1352.51,85.41,743
25269,3,,1352.51,82.35,896
25269,3,,1332.02,50.54,577
25269,4,,1332.02,63.69,1511
25269,5,,1332.02,61.05,418
25269,4,,1332.02,84.87,122
25269,3,,1332.02,62.61,175
25270,5,,1330.92,78.83,530
25270,4,,1330.92,53.99,1478
25270,5,,1330.92,61.28,1759
25270,3,,1330.92,78.12,2408
25270,4,,1330.92,75.55,1337
25270,5,,1330.92,82.93,1624
25270,3,,1330.92,81.95,2189
25270,5,,1343.73,63.22,1978
25270,3,,1343.73,82.21,2137
25270,5,,1343.73,50.92,1067
25270,3,,1336.70,88.33,1567
25270,3,,1336.70,77.81,1849
25270,5,,1352.51,63.99,515
25270,5,,1352.51,85.41,743
25270,5,,1352.51,82.35,896
25270,5,,1332.02,50.54,577
25270,5,,1332.02,63.69,1511
25270,5,,1332.02,61.05,418
25270,4,,1332.02,84.87,122
25270,3,,1332.02,62.61,175
25271,3,,1330.92,78.83,530
25271,4,,1330.92,53.99,1478
25271,3,,1330.92,61.28,1759
25271,5,,1330.92,78.12,2408
25271,4,,1330.92,75.55,1337
25271,5,,1330.92,82.93,1624
25271,3,,1330.92,81.95,2189
25271,5,,1343.73,63.22,1978
25271,5,,1343.73,82.21,2137
25271,3,,1343.73,50.92,1067
25271,3,,1336.70,88.33,1567
25271,3,,1336.70,77.81,1849
25271,5,,1352.51,63.99,515
25271,3,,1352.51,85.41,743
25271,4,,1352.51,82.35,896
25271,5,,1332.02,50.54,577
25271,5,,1332.02,63.69,1511
25271,5,,1332.02,61.05,418
25271,5,,1332.02,84.87,122
25271,5,,1332.02,62.61,175
25272,3,,1330.92,78.83,530
25272,5,,1330.92,53.99,1478
25272,4,,1330.92,61.28,1759
25272,4,,1330.92,78.12,2408
25272,5,,1330.92,75.55,1337
25272,5,,1330.92,82.93,1624
25272,4,,1330.92,81.95,2189
25272,5,,1343.73,63.22,1978
25272,3,,1343.73,82.21,2137
25272,4,,1343.73,50.92,1067
25272,4,,1336.70,88.33,1567
25272,4,,1336.70,77.81,1849
25272,3,,1352.51,63.99,515
25272,3,,1352.51,85.41,743
25272,4,,1352.51,82.35,896
25272,3,,1332.02,50.54,577
25272,3,,1332.02,63.69,1511
25272,5,,1332.02,61.05,418
25272,5,,1332.02,84.87,122
25272,5,,1332.02,62.61,175
25273,5,,1330.92,78.83,530
25273,5,,1330.92,53.99,1478
25273,5,,1330.92,61.28,1759
25273,4,,1330.92,78.12,2408
25273,4,,1330.92,75.55,1337
25273,5,,1330.92,82.93,1624
25273,3,,1330.92,81.95,2189
25273,3,,1343.73,63.22,1978
25273,3,,1343.73,82.21,2137
25273,3,,1343.73,50.92,1067
25273,5,,1336.70,88.33,1567
25273,5,,1336.70,77.81,1849
25273,3,,1352.51,63.99,515
25273,3,,1352.51,85.41,743
25273,3,,1352.51,82.35,896
25273,5,,1332.02,50.54,577
25273,5,,1332.02,63.69,1511
25273,4,,1332.02,61.05,418
25273,4,,1332.02,84.87,122
25273,3,,1332.02,62.61,175
25274,4,,1330.92,78.83,530
25274,4,,1330.92,53.99,1478
25274,4,,1330.92,61.28,1759
25274,5,,1330.92,78.12,2408
25274,3,,1330.92,75.55,1337
25274,3,,1330.92,82.93,1624
25274,3,,1330.92,81.95,2189
25274,5,,1343.73,63.22,1978
25274,3,,1343.73,82.21,2137
25274,3,,1343.73,50.92,1067
25274,3,,1336.70,88.33,1567
25274,3,,1336.70,77.81,1849
25274,3,,1352.51,63.99,515
25274,4,,1352.51,85.41,743
25274,3,,1352.51,82.35,896
25274,3,,1332.02,50.54,577
25274,5,,1332.02,63.69,1511
25274,4,,1332.02,61.05,418
25274,4,,1332.02,84.87,122
25274,5,,1332.02,62.61,175
25275,5,,1330.92,78.83,530
25275,4,,1330.92,53.99,1478
25275,3,,1330.92,61.28,1759
25275,5,,1330.92,78.12,2408
25275,3,,1330.92,75.55,1337
25275,3,,1330.92,82.93,1624
25275,5,,1330.92,81.95,2189
25275,3,,1343.73,63.22,1978
25275,4,,1343.73,82.21,2137
25275,5,,1343.73,50.92,1067
25275,3,,1336.70,88.33,1567
25275,4,,1336.70,77.81,1849
25275,4,,1352.51,63.99,515
25275,4,,1352.51,85.41,743
25275,5,,1352.51,82.35,896
25275,4,,1332.02,50.54,577
25275,3,,1332.02,63.69,1511
25275,3,,1332.02,61.05,418
25275,3,,1332.02,84.87,122
25275,3,,1332.02,62.61,175
25276,4,,1330.92,78.83,530
25276,4,,1330.92,53.99,1478
25276,4,,1330.92,61.28,1759
25276,3,,1330.92,78.12,2408
25276,4,,1330.92,75.55,1337
25276,3,,1330.92,82.93,1624
25276,4,,1330.92,81.95,2189
25276,4,,1343.73,63.22,1978
25276,3,,1343.73,82.21,2137
25276,4,,1343.73,50.92,1067
25276,3,,1336.70,88.33,1567
25276,3,,1336.70,77.81,1849
25276,3,,1352.51,63.99,515
25276,4,,1352.51,85.41,743
25276,3,,1352.51,82.35,896
25276,5,,1332.02,50.54,577
25276,5,,1332.02,63.69,1511
25276,5,,1332.02,61.05,418
25276,5,,1332.02,84.87,122
25276,3,,1332.02,62.61,175
25277,4,,1330.92,78.83,530
25277,5,,1330.92,53.99,1478
25277,5,,1330.92,61.28,1759
25277,3,,1330.92,78.12,2408
25277,4,,1330.92,75.55,1337
25277,3,,1330.92,82.93,1624
25277,4,,1330.92,81.95,2189
25277,5,,1343.73,63.22,1978
25277,4,,1343.73,82.21,2137
25277,5,,1343.73,50.92,1067
25277,4,,1336.70,88.33,1567
25277,3,,1336.70,77.81,1849
25277,3,,1352.51,63.99,515
25277,3,,1352.51,85.41,743
25277,3,,1352.51,82.35,896
25277,5,,1332.02,50.54,577
25277,5,,1332.02,63.69,1511
25277,4,,1332.02,61.05,418
25277,3,,1332.02,84.87,122
25277,3,,1332.02,62.61,175
25278,3,,1330.92,78.83,530
25278,4,,1330.92,53.99,1478
25278,5,,1330.92,61.28,1759
25278,3,,1330.92,78.12,2408
25278,3,,1330.92,75.55,1337
25278,4,,1330.92,82.93,1624
25278,3,,1330.92,81.95,2189
25278,3,,1343.73,63.22,1978
25278,4,,1343.73,82.21,2137
25278,5,,1343.73,50.92,1067
25278,3,,1336.70,88.33,1567
25278,4,,1336.70,77.81,1849
25278,3,,1352.51,63.99,515
25278,3,,1352.51,85.41,743
25278,5,,1352.51,82.35,896
25278,5,,1332.02,50.54,577
25278,4,,1332.02,63.69,1511
25278,3,,1332.02,61.05,418
25278,3,,1332.02,84.87,122
25278,3,,1332.02,62.61,175
25279,4,,1330.92,78.83,530
25279,5,,1330.92,53.99,1478
25279,5,,1330.92,61.28,1759
25279,4,,1330.92,78.12,2408
25279,5,,1330.92,75.55,1337
25279,5,,1330.92,82.93,1624
25279,5,,1330.92,81.95,2189
25279,3,,1343.73,63.22,1978
25279,4,,1343.73,82.21,2137
25279,5,,1343.73,50.92,1067
25279,5,,1336.70,88.33,1567
25279,4,,1336.70,77.81,1849
25279,4,,1352.51,63.99,515
25279,4,,1352.51,85.41,743
25279,5,,1352.51,82.35,896
25279,5,,1332.02,50.54,577
25279,3,,1332.02,63.69,1511
25279,4,,1332.02,61.05,418
25279,3,,1332.02,84.87,122
25279,3,,1332.02,62.61,175
25280,5,,1330.92,78.83,530
25280,3,,1330.92,53.99,1478
25280,3,,1330.92,61.28,1759
25280,4,,1330.92,78.12,2408
25280,5,,1330.92,75.55,1337
25280,4,,1330.92,82.93,1624
25280,4,,1330.92,81.95,2189
25280,3,,1343.73,63.22,1978
25280,3,,1343.73,82.21,2137
25280,3,,1343.73,50.92,1067
25280,4,,1336.70,88.33,1567
25280,3,,1336.70,77.81,1849
25280,3,,1352.51,63.99,515
25280,3,,1352.51,85.41,743
25280,3,,1352.51,82.35,896
25280,4,,1332.02,50.54,577
25280,4,,1332.02,63.69,1511
25280,4,,1332.02,61.05,418
25280,3,,1332.02,84.87,122
25280,3,,1332.02,62.61,175
25281,3,,1330.92,78.83,530
25281,4,,1330.92,53.99,1478
25281,5,,1330.92,61.28,1759
25281,3,,1330.92,78.12,2408
25281,3,,1330.92,75.55,1337
25281,4,,1330.92,82.93,1624
25281,4,,1330.92,81.95,2189
25281,5,,1343.73,63.22,1978
25281,3,,1343.73,82.21,2137
25281,5,,1343.73,50.92,1067
25281,5,,1336.70,88.33,1567
25281,3,,1336.70,77.81,1849
25281,5,,1352.51,63.99,515
25281,4,,1352.51,85.41,743
25281,5,,1352.51,82.35,896
25281,3,,1332.02,50.54,577
25281,5,,1332.02,63.69,1511
25281,4,,1332.02,61.05,418
25281,4,,1332.02,84.87,122
25281,4,,1332.02,62.61,175
25282,3,,1330.92,78.83,530
25282,4,,1330.92,53.99,1478
25282,4,,1330.92,61.28,1759
25282,4,,1330.92,78.12,2408
25282,4,,1330.92,75.55,1337
25282,4,,1330.92,82.93,1624
25282,4,,1330.92,81.95,2189
25282,4,,1343.73,63.22,1978
25282,4,,1343.73,82.21,2137
25282,3,,1343.73,50.92,1067
25282,5,,1336.70,88.33,1567
25282,3,,1336.70,77.81,1849
25282,3,,1352.51,63.99,515
25282,5,,1352.51,85.41,743
25282,5,,1352.51,82.35,896
25282,5,,1332.02,50.54,577
25282,3,,1332.02,63.69,1511
25282,3,,1332.02,61.05,418
25282,3,,1332.02,84.87,122
25282,5,,1332.02,62.61,175
25283,3,,1330.92,78.83,530
25283,3,,1330.92,53.99,1478
25283,5,,1330.92,61.28,1759
25283,4,,1330.92,78.12,2408
25283,5,,1330.92,75.55,1337
25283,3,,1330.92,82.93,1624
25283,4,,1330.92,81.95,2189
25283,4,,1343.73,63.22,1978
25283,4,,1343.73,82.21,2137
25283,5,,1343.73,50.92,1067
25283,4,,1336.70,88.33,1567
25283,4,,1336.70,77.81,1849
25283,5,,1352.51,63.99,515
25283,5,,1352.51,85.41,743
25283,5,,1352.51,82.35,896
25283,4,,1332.02,50.54,577
25283,3,,1332.02,63.69,1511
25283,5,,1332.02,61.05,418
25283,4,,1332.02,84.87,122
25283,3,,1332.02,62.61,175
25284,3,,1330.92,78.83,530
25284,3,,1330.92,53.99,1478
25284,4,,1330.92,61.28,1759
25284,5,,1330.92,78.12,2408
25284,3,,1330.92,75.55,1337
25284,3,,1330.92,82.93,1624
25284,5,,1330.92,81.95,2189
25284,5,,1343.73,63.22,1978
25284,3,,1343.73,82.21,2137
25284,4,,1343.73,50.92,1067
25284,5,,1336.70,88.33,1567
25284,3,,1336.70,77.81,1849
25284,3,,1352.51,63.99,515
25284,5,,1352.51,85.41,743
25284,4,,1352.51,82.35,896
25284,3,,1332.02,50.54,577
25284,4,,1332.02,63.69,1511
25284,5,,1332.02,61.05,418
25284,3,,1332.02,84.87,122
25284,5,,1332.02,62.61,175
25285,3,,1330.92,78.83,530
25285,4,,1330.92,53.99,1478
25285,5,,1330.92,61.28,1759
25285,4,,1330.92,78.12,2408
25285,5,,1330.92,75.55,1337
25285,5,,1330.92,82.93,1624
25285,4,,1330.92,81.95,2189
25285,3,,1343.73,63.22,1978
25285,3,,1343.73,82.21,2137
25285,4,,1343.73,50.92,1067
25285,3,,1336.70,88.33,1567
25285,5,,1336.70,77.81,1849
25285,4,,1352.51,63.99,515
25285,3,,1352.51,85.41,743
25285,3,,1352.51,82.35,896
25285,5,,1332.02,50.54,577
25285,3,,1332.02,63.69,1511
25285,3,,1332.02,61.05,418
25285,5,,1332.02,84.87,122
25285,3,,1332.02,62.61,175
25286,3,,1330.92,78.83,530
25286,3,,1330.92,53.99,1478
25286,5,,1330.92,61.28,1759
25286,3,,1330.92,78.12,2408
25286,4,,1330.92,75.55,1337
25286,4,,1330.92,82.93,1624
25286,5,,1330.92,81.95,2189
25286,4,,1343.73,63.22,1978
25286,5,,1343.73,82.21,2137
25286,5,,1343.73,50.92,1067
25286,5,,1336.70,88.33,1567
25286,4,,1336.70,77.81,1849
25286,5,,1352.51,63.99,515
25286,3,,1352.51,85.41,743
25286,4,,1352.51,82.35,896
25286,3,,1332.02,50.54,577
25286,4,,1332.02,63.69,1511
25286,3,,1332.02,61.05,418
25286,4,,1332.02,84.87,122
25286,3,,1332.02,62.61,175
25287,3,,1330.92,78.83,530
25287,5,,1330.92,53.99,1478
25287,5,,1330.92,61.28,1759
25287,5,,1330.92,78.12,2408
25287,5,,1330.92,75.55,1337
25287,5,,1330.92,82.93,1624
25287,5,,1330.92,81.95,2189
25287,5,,1343.73,63.22,1978
25287,5,,1343.73,82.21,2137
25287,5,,1343.73,50.92,1067
25287,5,,1336.70,88.33,1567
25287,3,,1336.70,77.81,1849
25287,3,,1352.51,63.99,515
25287,3,,1352.51,85.41,743
25287,4,,1352.51,82.35,896
25287,5,,1332.02,50.54,577
25287,4,,1332.02,63.69,1511
25287,5,,1332.02,61.05,418
25287,5,,1332.02,84.87,122
25287,5,,1332.02,62.61,175
25288,3,,1330.92,78.83,530
25288,5,,1330.92,53.99,1478
25288,5,,1330.92,61.28,1759
25288,5,,1330.92,78.12,2408
25288,3,,1330.92,75.55,1337
25288,3,,1330.92,82.93,1624
25288,5,,1330.92,81.95,2189
25288,3,,1343.73,63.22,1978
25288,5,,1343.73,82.21,2137
25288,5,,1343.73,50.92,1067
25288,4,,1336.70,88.33,1567
25288,4,,1336.70,77.81,1849
25288,5,,1352.51,63.99,515
25288,4,,1352.51,85.41,743
25288,5,,1352.51,82.35,896
25288,3,,1332.02,50.54,577
25288,5,,1332.02,63.69,1511
25288,3,,1332.02,61.05,418
25288,3,,1332.02,84.87,122
25288,5,,1332.02,62.61,175
25289,5,,1330.92,78.83,530
25289,4,,1330.92,53.99,1478
25289,3,,1330.92,61.28,1759
25289,4,,1330.92,78.12,2408
25289,3,,1330.92,75.55,1337
25289,3,,1330.92,82.93,1624
25289,4,,1330.92,81.95,2189
25289,4,,1343.73,63.22,1978
25289,5,,1343.73,82.21,2137
25289,4,,1343.73,50.92,1067
25289,4,,1336.70,88.33,1567
25289,3,,1336.70,77.81,1849
25289,3,,1352.51,63.99,515
25289,3,,1352.51,85.41,743
25289,4,,1352.51,82.35,896
25289,3,,1332.02,50.54,577
25289,5,,1332.02,63.69,1511
25289,5,,1332.02,61.05,418
25289,5,,1332.02,84.87,122
25289,4,,1332.02,62.61,175
25290,4,,1330.92,78.83,530
25290,3,,1330.92,53.99,1478
25290,5,,1330.92,61.28,1759
25290,4,,1330.92,78.12,2408
25290,4,,1330.92,75.55,1337
25290,5,,1330.92,82.93,1624
25290,4,,1330.92,81.95,2189
25290,4,,1343.73,63.22,1978
25290,4,,1343.73,82.21,2137
25290,4,,1343.73,50.92,1067
25290,5,,1336.70,88.33,1567
25290,5,,1336.70,77.81,1849
25290,4,,1352.51,63.99,515
25290,4,,1352.51,85.41,743
25290,5,,1352.51,82.35,896
25290,5,,1332.02,50.54,577
25290,4,,1332.02,63.69,1511
25290,4,,1332.02,61.05,418
25290,3,,1332.02,84.87,122
25290,4,,1332.02,62.61,175
25291,3,,1330.92,78.83,530
25291,5,,1330.92,53.99,1478
25291,4,,1330.92,61.28,1759
25291,3,,1330.92,78.12,2408
25291,3,,1330.92,75.55,1337
25291,3,,1330.92,82.93,1624
25291,5,,1330.92,81.95,2189
25291,3,,1343.73,63.22,1978
25291,3,,1343.73,82.21,2137
25291,4,,1343.73,50.92,1067
25291,4,,1336.70,88.33,1567
25291,5,,1336.70,77.81,1849
25291,5,,1352.51,63.99,515
25291,5,,1352.51,85.41,743
25291,5,,1352.51,82.35,896
25291,4,,1332.02,50.54,577
25291,3,,1332.02,63.69,1511
25291,5,,1332.02,61.05,418
25291,5,,1332.02,84.87,122
25291,3,,1332.02,62.61,175
25292,3,,1330.92,78.83,530
25292,5,,1330.92,53.99,1478
25292,5,,1330.92,61.28,1759
25292,4,,1330.92,78.12,2408
25292,3,,1330.92,75.55,1337
25292,3,,1330.92,82.93,1624
25292,3,,1330.92,81.95,2189
25292,3,,1343.73,63.22,1978
25292,3,,1343.73,82.21,2137
25292,4,,1343.73,50.92,1067
25292,5,,1336.70,88.33,1567
25292,4,,1336.70,77.81,1849
25292,4,,1352.51,63.99,515
25292,5,,1352.51,85.41,743
25292,5,,1352.51,82.35,896
25292,3,,1332.02,50.54,577
25292,3,,1332.02,63.69,1511
25292,5,,1332.02,61.05,418
25292,5,,1332.02,84.87,122
25292,4,,1332.02,62.61,175
25293,5,,1330.92,78.83,530
25293,3,,1330.92,53.99,1478
25293,3,,1330.92,61.28,1759
25293,3,,1330.92,78.12,2408
25293,3,,1330.92,75.55,1337
25293,5,,1330.92,82.93,1624
25293,5,,1330.92,81.95,2189
25293,3,,1343.73,63.22,1978
25293,3,,1343.73,82.21,2137
25293,4,,1343.73,50.92,1067
25293,4,,1336.70,88.33,1567
25293,5,,1336.70,77.81,1849
25293,5,,1352.51,63.99,515
25293,3,,1352.51,85.41,743
25293,4,,1352.51,82.35,896
25293,5,,1332.02,50.54,577
25293,4,,1332.02,63.69,1511
25293,3,,1332.02,61.05,418
25293,4,,1332.02,84.87,122
25293,4,,1332.02,62.61,175
25294,4,,1330.92,78.83,530
25294,3,,1330.92,53.99,1478
25294,4,,1330.92,61.28,1759
25294,4,,1330.92,78.12,2408
25294,5,,1330.92,75.55,1337
25294,3,,1330.92,82.93,1624
25294,5,,1330.92,81.95,2189
25294,5,,1343.73,63.22,1978
25294,3,,1343.73,82.21,2137
25294,3,,1343.73,50.92,1067
25294,3,,1336.70,88.33,1567
25294,5,,1336.70,77.81,1849
25294,4,,1352.51,63.99,515
25294,4,,1352.51,85.41,743
25294,4,,1352.51,82.35,896
25294,5,,1332.02,50.54,577
25294,3,,1332.02,63.69,1511
25294,4,,1332.02,61.05,418
25294,4,,1332.02,84.87,122
25294,3,,1332.02,62.61,175
25295,3,,1330.92,78.83,530
25295,3,,1330.92,53.99,1478
25295,4,,1330.92,61.28,1759
25295,3,,1330.92,78.12,2408
25295,5,,1330.92,75.55,1337
25295,3,,1330.92,82.93,1624
25295,3,,1330.92,81.95,2189
25295,4,,1343.73,63.22,1978
25295,5,,1343.73,82.21,2137
25295,5,,1343.73,50.92,1067
25295,5,,1336.70,88.33,1567
25295,3,,1336.70,77.81,1849
25295,5,,1352.51,63.99,515
25295,5,,1352.51,85.41,743
25295,3,,1352.51,82.35,896
25295,5,,1332.02,50.54,577
25295,3,,1332.02,63.69,1511
25295,3,,1332.02,61.05,418
25295,3,,1332.02,84.87,122
25295,5,,1332.02,62.61,175
25296,5,,1330.92,78.83,530
25296,4,,1330.92,53.99,1478
25296,5,,1330.92,61.28,1759
25296,5,,1330.92,78.12,2408
25296,4,,1330.92,75.55,1337
25296,3,,1330.92,82.93,1624
25296,3,,1330.92,81.95,2189
25296,5,,1343.73,63.22,1978
25296,3,,1343.73,82.21,2137
25296,4,,1343.73,50.92,1067
25296,5,,1336.70,88.33,1567
25296,4,,1336.70,77.81,1849
25296,5,,1352.51,63.99,515
25296,3,,1352.51,85.41,743
25296,4,,1352.51,82.35,896
25296,4,,1332.02,50.54,577
25296,4,,1332.02,63.69,1511
25296,3,,1332.02,61.05,418
25296,3,,1332.02,84.87,122
25296,5,,1332.02,62.61,175
25297,4,,1330.92,78.83,530
25297,4,,1330.92,53.99,1478
25297,4,,1330.92,61.28,1759
25297,4,,1330.92,78.12,2408
25297,5,,1330.92,75.55,1337
25297,3,,1330.92,82.93,1624
25297,3,,1330.92,81.95,2189
25297,5,,1343.73,63.22,1978
25297,4,,1343.73,82.21,2137
25297,4,,1343.73,50.92,1067
25297,4,,1336.70,88.33,1567
25297,5,,1336.70,77.81,1849
25297,3,,1352.51,63.99,515
25297,4,,1352.51,85.41,743
25297,5,,1352.51,82.35,896
25297,3,,1332.02,50.54,577
25297,3,,1332.02,63.69,1511
25297,3,,1332.02,61.05,418
25297,3,,1332.02,84.87,122
25297,5,,1332.02,62.61,175
25298,4,,1330.92,78.83,530
25298,5,,1330.92,53.99,1478
25298,4,,1330.92,61.28,1759
25298,4,,1330.92,78.12,2408
25298,3,,1330.92,75.55,1337
25298,5,,1330.92,82.93,1624
25298,5,,1330.92,81.95,2189
25298,3,,1343.73,63.22,1978
25298,3,,1343.73,82.21,2137
25298,5,,1343.73,50.92,1067
25298,5,,1336.70,88.33,1567
25298,4,,1336.70,77.81,1849
25298,4,,1352.51,63.99,515
25298,4,,1352.51,85.41,743
25298,4,,1352.51,82.35,896
25298,5,,1332.02,50.54,577
25298,4,,1332.02,63.69,1511
25298,4,,1332.02,61.05,418
25298,3,,1332.02,84.87,122
25298,3,,1332.02,62.61,175
25299,4,,1330.92,78.83,530
25299,5,,1330.92,53.99,1478
25299,5,,1330.92,61.28,1759
25299,3,,1330.92,78.12,2408
25299,3,,1330.92,75.55,1337
25299,4,,1330.92,82.93,1624
25299,4,,1330.92,81.95,2189
25299,3,,1343.73,63.22,1978
25299,4,,1343.73,82.21,2137
25299,5,,1343.73,50.92,1067
25299,5,,1336.70,88.33,1567
25299,5,,1336.70,77.81,1849
25299,4,,1352.51,63.99,515
25299,4,,1352.51,85.41,743
25299,3,,1352.51,82.35,896
25299,3,,1332.02,50.54,577
25299,4,,1332.02,63.69,1511
25299,3,,1332.02,61.05,418
25299,3,,1332.02,84.87,122
25299,4,,1332.02,62.61,175
25300,5,,1330.92,78.83,530
25300,5,,1330.92,53.99,1478
25300,5,,1330.92,61.28,1759
25300,3,,1330.92,78.12,2408
25300,4,,1330.92,75.55,1337
25300,4,,1330.92,82.93,1624
25300,4,,1330.92,81.95,2189
25300,3,,1343.73,63.22,1978
25300,5,,1343.73,82.21,2137
25300,4,,1343.73,50.92,1067
25300,3,,1336.70,88.33,1567
25300,5,,1336.70,77.81,1849
25300,4,,1352.51,63.99,515
25300,3,,1352.51,85.41,743
25300,4,,1352.51,82.35,896
25300,5,,1332.02,50.54,577
25300,3,,1332.02,63.69,1511
25300,3,,1332.02,61.05,418
25300,4,,1332.02,84.87,122
25300,4,,1332.02,62.61,175
25301,5,,1330.92,78.83,530
25301,4,,1330.92,53.99,1478
25301,4,,1330.92,61.28,1759
25301,5,,1330.92,78.12,2408
25301,4,,1330.92,75.55,1337
25301,3,,1330.92,82.93,1624
25301,3,,1330.92,81.95,2189
25301,3,,1343.73,63.22,1978
25301,5,,1343.73,82.21,2137
25301,5,,1343.73,50.92,1067
25301,5,,1336.70,88.33,1567
25301,3,,1336.70,77.81,1849
25301,4,,1352.51,63.99,515
25301,4,,1352.51,85.41,743
25301,5,,1352.51,82.35,896
25301,4,,1332.02,50.54,577
25301,4,,1332.02,63.69,1511
25301,3,,1332.02,61.05,418
25301,3,,1332.02,84.87,122
25301,3,,1332.02,62.61,175
25302,4,,1330.92,78.83,530
25302,3,,1330.92,53.99,1478
25302,3,,1330.92,61.28,1759
25302,4,,1330.92,78.12,2408
25302,4,,1330.92,75.55,1337
25302,3,,1330.92,82.93,1624
25302,5,,1330.92,81.95,2189
25302,3,,1343.73,63.22,1978
25302,5,,1343.73,82.21,2137
25302,3,,1343.73,50.92,1067
