"order_id"	"delivery_type"	"order_date"	"shipping_date"	"delay_days"
13524	"Same_Day"	"2022-11-12"	"2022-12-12"	30
13543	"Same_Day"	"2022-11-14"	"2022-12-14"	30
13646	"Same_Day"	"2022-11-22"	"2022-12-22"	30
13649	"Same_Day"	"2022-11-22"	"2022-12-22"	30
13700	"Express"	"2022-11-26"	"2022-12-26"	30
13736	"Express"	"2022-11-29"	"2022-12-29"	30
13832	"Express"	"2022-12-06"	"2023-01-05"	30
13926	"Same_Day"	"2022-12-13"	"2023-01-12"	30
13941	"Express"	"2022-12-14"	"2023-01-13"	30
13954	"Same_Day"	"2022-12-15"	"2023-01-14"	30
14094	"Express"	"2022-12-26"	"2023-01-25"	30
14123	"Express"	"2022-12-27"	"2023-01-26"	30
14241	"Same_Day"	"2023-01-05"	"2023-02-04"	30
14264	"Same_Day"	"2023-01-07"	"2023-02-06"	30
14286	"Express"	"2023-01-09"	"2023-02-08"	30
14325	"Express"	"2023-01-13"	"2023-02-12"	30
14361	"Same_Day"	"2023-01-16"	"2023-02-15"	30
14442	"Same_Day"	"2023-01-23"	"2023-02-22"	30
14471	"Express"	"2023-01-26"	"2023-02-25"	30
14523	"Express"	"2023-01-29"	"2023-02-28"	30
14734	"Express"	"2023-02-15"	"2023-03-17"	30
14834	"Express"	"2023-02-23"	"2023-03-25"	30
14978	"Express"	"2023-03-07"	"2023-04-06"	30
15030	"Express"	"2023-03-10"	"2023-04-09"	30
15033	"Express"	"2023-03-10"	"2023-04-09"	30
15198	"Same_Day"	"2023-03-22"	"2023-04-21"	30
15215	"Express"	"2023-03-24"	"2023-04-23"	30
15216	"Same_Day"	"2023-03-24"	"2023-04-23"	30
15221	"Same_Day"	"2023-03-24"	"2023-04-23"	30
15318	"Same_Day"	"2023-04-01"	"2023-05-01"	30
15402	"Express"	"2023-04-07"	"2023-05-07"	30
15647	"Same_Day"	"2023-04-26"	"2023-05-26"	30
15751	"Express"	"2023-05-05"	"2023-06-04"	30
15774	"Express"	"2023-05-07"	"2023-06-06"	30
15825	"Same_Day"	"2023-05-11"	"2023-06-10"	30
15937	"Express"	"2023-05-20"	"2023-06-19"	30
15985	"Same_Day"	"2023-05-24"	"2023-06-23"	30
16494	"Same_Day"	"2023-07-07"	"2023-08-06"	30
16554	"Express"	"2023-07-11"	"2023-08-10"	30
16565	"Same_Day"	"2023-07-12"	"2023-08-11"	30
16642	"Same_Day"	"2023-07-19"	"2023-08-18"	30
16803	"Same_Day"	"2023-07-31"	"2023-08-30"	30
16825	"Same_Day"	"2023-08-02"	"2023-09-01"	30
16829	"Express"	"2023-08-02"	"2023-09-01"	30
16884	"Express"	"2023-08-07"	"2023-09-06"	30
16931	"Express"	"2023-08-11"	"2023-09-10"	30
17077	"Same_Day"	"2023-08-21"	"2023-09-20"	30
17090	"Express"	"2023-08-22"	"2023-09-21"	30
17264	"Same_Day"	"2023-09-05"	"2023-10-05"	30
17441	"Same_Day"	"2023-09-20"	"2023-10-20"	30
17465	"Same_Day"	"2023-09-21"	"2023-10-21"	30
17498	"Express"	"2023-09-23"	"2023-10-23"	30
17581	"Same_Day"	"2023-09-29"	"2023-10-29"	30
17670	"Express"	"2023-10-08"	"2023-11-07"	30
17697	"Express"	"2023-10-10"	"2023-11-09"	30
17777	"Express"	"2023-10-16"	"2023-11-15"	30
17864	"Same_Day"	"2023-10-23"	"2023-11-22"	30
18064	"Express"	"2023-11-09"	"2023-12-09"	30
18092	"Express"	"2023-11-12"	"2023-12-12"	30
18124	"Express"	"2023-11-14"	"2023-12-14"	30
18149	"Express"	"2023-11-17"	"2023-12-17"	30
18190	"Express"	"2023-11-20"	"2023-12-20"	30
18280	"Same_Day"	"2023-11-26"	"2023-12-26"	30
18282	"Express"	"2023-11-27"	"2023-12-27"	30
18623	"Express"	"2023-12-24"	"2024-01-23"	30
18710	"Express"	"2023-12-30"	"2024-01-29"	30
18780	"Express"	"2024-01-05"	"2024-02-04"	30
18888	"Same_Day"	"2024-01-13"	"2024-02-12"	30
18973	"Same_Day"	"2024-01-19"	"2024-02-18"	30
19116	"Same_Day"	"2024-01-31"	"2024-03-01"	30
19172	"Same_Day"	"2024-02-04"	"2024-03-05"	30
19186	"Same_Day"	"2024-02-05"	"2024-03-06"	30
19365	"Same_Day"	"2024-02-19"	"2024-03-20"	30
19497	"Express"	"2024-03-01"	"2024-03-31"	30
19528	"Express"	"2024-03-03"	"2024-04-02"	30
19532	"Same_Day"	"2024-03-03"	"2024-04-02"	30
19555	"Same_Day"	"2024-03-05"	"2024-04-04"	30
19593	"Express"	"2024-03-07"	"2024-04-06"	30
19846	"Express"	"2024-03-27"	"2024-04-26"	30
19900	"Same_Day"	"2024-04-01"	"2024-05-01"	30
19943	"Same_Day"	"2024-04-05"	"2024-05-05"	30
20047	"Same_Day"	"2024-04-14"	"2024-05-14"	30
20062	"Same_Day"	"2024-04-15"	"2024-05-15"	30
20076	"Same_Day"	"2024-04-16"	"2024-05-16"	30
20124	"Same_Day"	"2024-04-19"	"2024-05-19"	30
20276	"Express"	"2024-05-02"	"2024-06-01"	30
20343	"Express"	"2024-05-07"	"2024-06-06"	30
20375	"Express"	"2024-05-09"	"2024-06-08"	30
20431	"Same_Day"	"2024-05-13"	"2024-06-12"	30
20452	"Same_Day"	"2024-05-15"	"2024-06-14"	30
20468	"Express"	"2024-05-17"	"2024-06-16"	30
20490	"Same_Day"	"2024-05-19"	"2024-06-18"	30
20607	"Express"	"2024-05-30"	"2024-06-29"	30
20630	"Same_Day"	"2024-05-31"	"2024-06-30"	30
20661	"Same_Day"	"2024-06-02"	"2024-07-02"	30
20732	"Same_Day"	"2024-06-07"	"2024-07-07"	30
20736	"Express"	"2024-06-07"	"2024-07-07"	30
20750	"Express"	"2024-06-09"	"2024-07-09"	30
20759	"Express"	"2024-06-09"	"2024-07-09"	30
20809	"Same_Day"	"2024-06-13"	"2024-07-13"	30
20871	"Express"	"2024-06-18"	"2024-07-18"	30
20874	"Same_Day"	"2024-06-18"	"2024-07-18"	30
20878	"Same_Day"	"2024-06-18"	"2024-07-18"	30
20951	"Same_Day"	"2024-06-23"	"2024-07-23"	30
21020	"Same_Day"	"2024-06-30"	"2024-07-30"	30
21025	"Express"	"2024-06-30"	"2024-07-30"	30
21065	"Same_Day"	"2024-07-03"	"2024-08-02"	30
21093	"Same_Day"	"2024-07-06"	"2024-08-05"	30
21231	"Express"	"2024-07-18"	"2024-08-17"	30
21398	"Express"	"2024-07-31"	"2024-08-30"	30
21480	"Express"	"2024-08-07"	"2024-09-06"	30
21487	"Same_Day"	"2024-08-07"	"2024-09-06"	30
21669	"Same_Day"	"2024-08-20"	"2024-09-19"	30
21727	"Express"	"2024-08-27"	"2024-09-26"	30
21771	"Express"	"2024-08-30"	"2024-09-29"	30
21777	"Same_Day"	"2024-08-30"	"2024-09-29"	30
21875	"Express"	"2024-09-07"	"2024-10-07"	30
21984	"Express"	"2024-09-15"	"2024-10-15"	30
22063	"Same_Day"	"2024-09-21"	"2024-10-21"	30
22074	"Same_Day"	"2024-09-22"	"2024-10-22"	30
22182	"Same_Day"	"2024-10-02"	"2024-11-01"	30
22222	"Same_Day"	"2024-10-05"	"2024-11-04"	30
22470	"Express"	"2024-10-25"	"2024-11-24"	30
22605	"Express"	"2024-11-04"	"2024-12-04"	30
22831	"Same_Day"	"2024-11-23"	"2024-12-23"	30
22878	"Same_Day"	"2024-11-27"	"2024-12-27"	30
22941	"Express"	"2024-12-02"	"2025-01-01"	30
22965	"Same_Day"	"2024-12-04"	"2025-01-03"	30
23011	"Same_Day"	"2024-12-08"	"2025-01-07"	30
23104	"Same_Day"	"2024-12-16"	"2025-01-15"	30
23383	"Express"	"2025-01-07"	"2025-02-06"	30
23441	"Same_Day"	"2025-01-12"	"2025-02-11"	30
23481	"Express"	"2025-01-15"	"2025-02-14"	30
23519	"Same_Day"	"2025-01-17"	"2025-02-16"	30
23563	"Express"	"2025-01-21"	"2025-02-20"	30
23644	"Express"	"2025-01-27"	"2025-02-26"	30
23723	"Same_Day"	"2025-02-02"	"2025-03-04"	30
23740	"Express"	"2025-02-03"	"2025-03-05"	30
23911	"Same_Day"	"2025-02-15"	"2025-03-17"	30
23955	"Same_Day"	"2025-02-17"	"2025-03-19"	30
24004	"Same_Day"	"2025-02-21"	"2025-03-23"	30
24010	"Same_Day"	"2025-02-22"	"2025-03-24"	30
24012	"Same_Day"	"2025-02-22"	"2025-03-24"	30
24069	"Same_Day"	"2025-02-27"	"2025-03-29"	30
24239	"Same_Day"	"2025-03-11"	"2025-04-10"	30
24297	"Express"	"2025-03-16"	"2025-04-15"	30
24467	"Express"	"2025-03-29"	"2025-04-28"	30
24480	"Express"	"2025-03-30"	"2025-04-29"	30
24567	"Express"	"2025-04-06"	"2025-05-06"	30
24694	"Same_Day"	"2025-04-17"	"2025-05-17"	30
24832	"Same_Day"	"2025-04-29"	"2025-05-29"	30
24879	"Same_Day"	"2025-05-02"	"2025-06-01"	30
24933	"Express"	"2025-05-06"	"2025-06-05"	30
25130	"Express"	"2025-05-21"	"2025-06-20"	30
25155	"Same_Day"	"2025-05-23"	"2025-06-22"	30
25212	"Same_Day"	"2025-05-28"	"2025-06-27"	30
25242	"Express"	"2025-05-31"	"2025-06-30"	30
48	"Express"	"2020-01-06"	"2020-02-04"	29
91	"Express"	"2020-01-10"	"2020-02-08"	29
130	"Same_Day"	"2020-01-13"	"2020-02-11"	29
251	"Same_Day"	"2020-01-23"	"2020-02-21"	29
317	"Express"	"2020-01-28"	"2020-02-26"	29
363	"Express"	"2020-02-01"	"2020-03-01"	29
451	"Express"	"2020-02-08"	"2020-03-08"	29
545	"Express"	"2020-02-15"	"2020-03-15"	29
720	"Express"	"2020-03-01"	"2020-03-30"	29
839	"Express"	"2020-03-12"	"2020-04-10"	29
879	"Express"	"2020-03-16"	"2020-04-14"	29
908	"Express"	"2020-03-18"	"2020-04-16"	29
1018	"Same_Day"	"2020-03-28"	"2020-04-26"	29
1029	"Same_Day"	"2020-03-29"	"2020-04-27"	29
1339	"Express"	"2020-04-23"	"2020-05-22"	29
1373	"Same_Day"	"2020-04-26"	"2020-05-25"	29
1428	"Same_Day"	"2020-04-30"	"2020-05-29"	29
1518	"Express"	"2020-05-07"	"2020-06-05"	29
1551	"Express"	"2020-05-09"	"2020-06-07"	29
1572	"Same_Day"	"2020-05-11"	"2020-06-09"	29
1597	"Same_Day"	"2020-05-13"	"2020-06-11"	29
1618	"Same_Day"	"2020-05-15"	"2020-06-13"	29
1623	"Express"	"2020-05-15"	"2020-06-13"	29
1645	"Express"	"2020-05-17"	"2020-06-15"	29
1659	"Express"	"2020-05-18"	"2020-06-16"	29
1704	"Same_Day"	"2020-05-22"	"2020-06-20"	29
1857	"Same_Day"	"2020-06-03"	"2020-07-02"	29
1898	"Same_Day"	"2020-06-06"	"2020-07-05"	29
1914	"Same_Day"	"2020-06-07"	"2020-07-06"	29
1943	"Express"	"2020-06-09"	"2020-07-08"	29
2116	"Same_Day"	"2020-06-23"	"2020-07-22"	29
2235	"Same_Day"	"2020-07-02"	"2020-07-31"	29
2282	"Express"	"2020-07-05"	"2020-08-03"	29
2364	"Express"	"2020-07-12"	"2020-08-10"	29
2366	"Express"	"2020-07-12"	"2020-08-10"	29
2390	"Express"	"2020-07-14"	"2020-08-12"	29
2398	"Same_Day"	"2020-07-15"	"2020-08-13"	29
2427	"Same_Day"	"2020-07-17"	"2020-08-15"	29
2496	"Same_Day"	"2020-07-23"	"2020-08-21"	29
2530	"Same_Day"	"2020-07-25"	"2020-08-23"	29
2778	"Same_Day"	"2020-08-13"	"2020-09-11"	29
2796	"Same_Day"	"2020-08-15"	"2020-09-13"	29
2858	"Same_Day"	"2020-08-19"	"2020-09-17"	29
2903	"Same_Day"	"2020-08-22"	"2020-09-20"	29
2906	"Same_Day"	"2020-08-22"	"2020-09-20"	29
2935	"Same_Day"	"2020-08-24"	"2020-09-22"	29
2991	"Express"	"2020-08-28"	"2020-09-26"	29
3016	"Express"	"2020-08-30"	"2020-09-28"	29
3053	"Express"	"2020-09-03"	"2020-10-02"	29
3129	"Express"	"2020-09-08"	"2020-10-07"	29
3494	"Express"	"2020-10-06"	"2020-11-04"	29
3505	"Express"	"2020-10-07"	"2020-11-05"	29
3648	"Express"	"2020-10-18"	"2020-11-16"	29
3809	"Express"	"2020-10-31"	"2020-11-29"	29
3931	"Same_Day"	"2020-11-08"	"2020-12-07"	29
4009	"Express"	"2020-11-14"	"2020-12-13"	29
4099	"Same_Day"	"2020-11-21"	"2020-12-20"	29
4131	"Express"	"2020-11-23"	"2020-12-22"	29
4170	"Same_Day"	"2020-11-25"	"2020-12-24"	29
4444	"Express"	"2020-12-15"	"2021-01-13"	29
4496	"Same_Day"	"2020-12-19"	"2021-01-17"	29
4564	"Express"	"2020-12-24"	"2021-01-22"	29
4577	"Same_Day"	"2020-12-25"	"2021-01-23"	29
4775	"Same_Day"	"2021-01-10"	"2021-02-08"	29
4838	"Same_Day"	"2021-01-14"	"2021-02-12"	29
4858	"Express"	"2021-01-15"	"2021-02-13"	29
4957	"Express"	"2021-01-23"	"2021-02-21"	29
5021	"Express"	"2021-01-29"	"2021-02-27"	29
5058	"Same_Day"	"2021-01-31"	"2021-03-01"	29
5153	"Same_Day"	"2021-02-08"	"2021-03-09"	29
5163	"Express"	"2021-02-09"	"2021-03-10"	29
5197	"Express"	"2021-02-11"	"2021-03-12"	29
5284	"Same_Day"	"2021-02-18"	"2021-03-19"	29
5366	"Same_Day"	"2021-02-25"	"2021-03-26"	29
5395	"Express"	"2021-02-27"	"2021-03-28"	29
5422	"Same_Day"	"2021-03-01"	"2021-03-30"	29
5568	"Express"	"2021-03-11"	"2021-04-09"	29
5889	"Same_Day"	"2021-04-03"	"2021-05-02"	29
5984	"Express"	"2021-04-10"	"2021-05-09"	29
6093	"Express"	"2021-04-17"	"2021-05-16"	29
6126	"Same_Day"	"2021-04-19"	"2021-05-18"	29
6153	"Same_Day"	"2021-04-22"	"2021-05-21"	29
6206	"Same_Day"	"2021-04-25"	"2021-05-24"	29
6321	"Express"	"2021-05-03"	"2021-06-01"	29
6454	"Same_Day"	"2021-05-13"	"2021-06-11"	29
6478	"Same_Day"	"2021-05-15"	"2021-06-13"	29
6489	"Express"	"2021-05-16"	"2021-06-14"	29
6518	"Express"	"2021-05-18"	"2021-06-16"	29
6533	"Express"	"2021-05-19"	"2021-06-17"	29
6618	"Same_Day"	"2021-05-26"	"2021-06-24"	29
6659	"Same_Day"	"2021-05-30"	"2021-06-28"	29
6741	"Same_Day"	"2021-06-05"	"2021-07-04"	29
6743	"Same_Day"	"2021-06-05"	"2021-07-04"	29
6790	"Express"	"2021-06-09"	"2021-07-08"	29
6804	"Express"	"2021-06-10"	"2021-07-09"	29
6808	"Express"	"2021-06-11"	"2021-07-10"	29
7077	"Express"	"2021-07-04"	"2021-08-02"	29
7121	"Express"	"2021-07-08"	"2021-08-06"	29
7148	"Express"	"2021-07-10"	"2021-08-08"	29
7211	"Express"	"2021-07-15"	"2021-08-13"	29
7385	"Express"	"2021-07-27"	"2021-08-25"	29
7450	"Express"	"2021-08-01"	"2021-08-30"	29
7686	"Express"	"2021-08-21"	"2021-09-19"	29
7777	"Same_Day"	"2021-08-28"	"2021-09-26"	29
7789	"Express"	"2021-08-29"	"2021-09-27"	29
7796	"Same_Day"	"2021-08-29"	"2021-09-27"	29
7828	"Same_Day"	"2021-08-31"	"2021-09-29"	29
7880	"Express"	"2021-09-04"	"2021-10-03"	29
7913	"Express"	"2021-09-06"	"2021-10-05"	29
7933	"Express"	"2021-09-07"	"2021-10-06"	29
8032	"Express"	"2021-09-16"	"2021-10-15"	29
8111	"Express"	"2021-09-23"	"2021-10-22"	29
8123	"Express"	"2021-09-24"	"2021-10-23"	29
8154	"Express"	"2021-09-26"	"2021-10-25"	29
8290	"Same_Day"	"2021-10-06"	"2021-11-04"	29
8309	"Express"	"2021-10-08"	"2021-11-06"	29
8361	"Same_Day"	"2021-10-12"	"2021-11-10"	29
8379	"Express"	"2021-10-13"	"2021-11-11"	29
8424	"Same_Day"	"2021-10-16"	"2021-11-14"	29
8447	"Same_Day"	"2021-10-18"	"2021-11-16"	29
8448	"Same_Day"	"2021-10-18"	"2021-11-16"	29
8578	"Express"	"2021-10-28"	"2021-11-26"	29
8669	"Same_Day"	"2021-11-03"	"2021-12-02"	29
8690	"Same_Day"	"2021-11-05"	"2021-12-04"	29
8800	"Express"	"2021-11-13"	"2021-12-12"	29
8914	"Express"	"2021-11-23"	"2021-12-22"	29
8937	"Same_Day"	"2021-11-25"	"2021-12-24"	29
8998	"Express"	"2021-11-30"	"2021-12-29"	29
9110	"Express"	"2021-12-08"	"2022-01-06"	29
9166	"Express"	"2021-12-12"	"2022-01-10"	29
9231	"Same_Day"	"2021-12-17"	"2022-01-15"	29
9248	"Same_Day"	"2021-12-19"	"2022-01-17"	29
9375	"Express"	"2021-12-29"	"2022-01-27"	29
9382	"Same_Day"	"2021-12-29"	"2022-01-27"	29
9477	"Express"	"2022-01-05"	"2022-02-03"	29
9491	"Express"	"2022-01-06"	"2022-02-04"	29
9495	"Express"	"2022-01-06"	"2022-02-04"	29
