"branch_id"	"branch_name"	"supplier_id"	"supplier_name"	"sold_share"	"supplier_avg_supply_time"	"branch_avg_supply_time"	"optimal_reason"
15	"Branch Lake John"	2	"Solis-Owen"	0.01752735288583026425	14.0909090909090909	15.0481025659651190	"faster than branch avg"
15	"Branch Lake John"	5	"Shaw Inc"	0.04056560660232801957	14.7058823529411765	15.0481025659651190	"faster than branch avg"
15	"Branch Lake John"	6	"Collins-Smith"	0.03356273018091884190	14.2187500000000000	15.0481025659651190	"faster than branch avg"
15	"Branch Lake John"	8	"Perez, Maldonado and Davis"	0.02754106293179924192	13.1538461538461538	15.0481025659651190	"faster than branch avg"
15	"Branch Lake John"	12	"Wright LLC"	0.04841527998064464098	13.7419354838709677	15.0481025659651190	"faster than branch avg"
15	"Branch Lake John"	13	"Donaldson-Rios"	0.04145272722385010350	13.2142857142857143	15.0481025659651190	"faster than branch avg"
15	"Branch Lake John"	15	"Perez-Russo"	0.00901905965214118659	13.8571428571428571	15.0481025659651190	"faster than branch avg"
15	"Branch Lake John"	16	"Simmons, Bailey and Terrell"	0.00901905965214118659	13.9375000000000000	15.0481025659651190	"faster than branch avg"
15	"Branch Lake John"	19	"Phillips-Dixon"	0.19036802064571628270	13.9642857142857143	15.0481025659651190	"faster than branch avg"
15	"Branch Lake John"	20	"Brown-Hernandez"	0.09273098739213419716	14.5312500000000000	15.0481025659651190	"faster than branch avg"
16	"Branch Michealburgh"	1	"Watkins Group"	0.04916221976756849262	13.9062500000000000	15.9201266266095701	"faster than branch avg"
16	"Branch Michealburgh"	3	"Arnold Inc"	0.08657840285016413336	14.3333333333333333	15.9201266266095701	"faster than branch avg"
16	"Branch Michealburgh"	6	"Collins-Smith"	0.02985515814365947384	14.0833333333333333	15.9201266266095701	"faster than branch avg"
16	"Branch Michealburgh"	9	"Evans-Rodriguez"	0.03492695676525040061	15.2727272727272727	15.9201266266095701	"faster than branch avg"
16	"Branch Michealburgh"	11	"Henry-Berry"	0.04964450736655413289	14.1034482758620690	15.9201266266095701	"faster than branch avg"
16	"Branch Michealburgh"	15	"Perez-Russo"	0.10786128786346593649	12.5925925925925926	15.9201266266095701	"faster than branch avg"
16	"Branch Michealburgh"	16	"Simmons, Bailey and Terrell"	0.01090592280286883333	13.2173913043478261	15.9201266266095701	"faster than branch avg"
16	"Branch Michealburgh"	18	"West, Nielsen and Simpson"	0.06303965648676820636	15.2333333333333333	15.9201266266095701	"faster than branch avg"
16	"Branch Michealburgh"	20	"Brown-Hernandez"	0.05028237161037385068	14.6000000000000000	15.9201266266095701	"faster than branch avg"
17	"Branch New Heather"	1	"Watkins Group"	0.02308270407615502988	13.6470588235294118	14.5645043782850015	"faster than branch avg"
17	"Branch New Heather"	2	"Solis-Owen"	0.02308270407615502988	11.4500000000000000	14.5645043782850015	"faster than branch avg"
17	"Branch New Heather"	4	"Fox, Potter and Conrad"	0.02308270407615502988	12.1111111111111111	14.5645043782850015	"faster than branch avg"
17	"Branch New Heather"	15	"Perez-Russo"	0.07350678166267043625	12.5789473684210526	14.5645043782850015	"faster than branch avg"
17	"Branch New Heather"	16	"Simmons, Bailey and Terrell"	0.26836774863114196758	13.7857142857142857	14.5645043782850015	"faster than branch avg"
17	"Branch New Heather"	19	"Phillips-Dixon"	0.02469312529077049708	11.7272727272727273	14.5645043782850015	"faster than branch avg"
19	"Branch North Anthonyside"	3	"Arnold Inc"	0.04979311312153727470	14.3809523809523810	15.9919724648711309	"faster than branch avg"
19	"Branch North Anthonyside"	6	"Collins-Smith"	0.03438179395469528017	14.0000000000000000	15.9919724648711309	"faster than branch avg"
19	"Branch North Anthonyside"	7	"Jackson and Sons"	0.08366645627323094186	14.6969696969696970	15.9919724648711309	"faster than branch avg"
19	"Branch North Anthonyside"	13	"Donaldson-Rios"	0.03443439231362648152	14.0344827586206897	15.9919724648711309	"faster than branch avg"
19	"Branch North Anthonyside"	14	"Johnson PLC"	0.21446104214881829020	14.8787878787878788	15.9919724648711309	"faster than branch avg"
19	"Branch North Anthonyside"	20	"Brown-Hernandez"	0.01646328634546602146	15.4848484848484848	15.9919724648711309	"faster than branch avg"
20	"Branch West Heatherberg"	7	"Jackson and Sons"	0.15600090360473747055	13.1034482758620690	15.7240955933313969	"faster than branch avg"
20	"Branch West Heatherberg"	10	"Estrada-Daniels"	0.05021460612514925614	13.5833333333333333	15.7240955933313969	"faster than branch avg"
20	"Branch West Heatherberg"	14	"Johnson PLC"	0.18549714396359763772	15.0250000000000000	15.7240955933313969	"faster than branch avg"
